Countries,Indicators,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Congo,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,0.12111,0.05192,2.75071,0.22267,0.13490,0.15390,0.06663,0.00034,0.18033,,
Congo,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,0.10228,0.01055,0.00856,0.02974,0.02308,0.02817,0.00842,0.04058,0.04172,,
Congo,Current Health Expenditure (CHE),% Gross domestic product (GDP),1.50501,2.18530,1.70168,1.91852,1.92152,1.71774,1.70861,1.90200,2.23927,2.14222,1.85173,1.75237,1.90971,1.94347,1.97312,2.45668,2.77497,2.52241,1.89764,2.54176,4.39383,3.87538,
Congo,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),0.51470,0.96512,0.43198,0.50116,0.43518,0.43213,0.55492,0.58652,1.09929,0.61771,0.82839,0.65134,0.81894,0.93665,0.94695,1.11883,1.19758,0.96784,0.67034,1.11432,1.89680,1.89837,
Congo,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),0.81692,1.02906,1.07184,1.20351,1.09749,0.91946,0.85861,0.96565,0.88263,1.11391,0.80604,0.73368,0.58738,0.62116,0.66759,0.87319,1.43548,1.37180,1.12340,1.24925,2.01385,1.71352,
Congo,External Health Expenditure (EXT),% Gross domestic product (GDP),0.17339,0.19112,0.19786,0.21385,0.38885,0.36614,0.29508,0.34983,0.25736,0.41060,0.21730,0.36735,0.50339,0.38566,0.35858,0.46467,0.14191,0.18276,0.10390,0.17819,0.48317,0.26349,
Congo,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,2.77497,2.52241,1.89764,2.54176,4.39383,,
Congo,Capital health expenditure,% Gross domestic product (GDP),,,,,,,,,,0.08625,0.23644,,0.22600,0.06589,2.75927,0.25755,0.15869,0.18232,0.07506,0.04328,0.22358,,
Côte d'Ivoire,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6.12679,6.01768,5.90386,5.47973,5.47517,5.00639,4.76327,4.55250,4.56870,4.46967,4.41577,4.39701,4.42737,3.71774,3.73102,3.21988,3.32101,3.24693,3.09168,3.21497,3.62587,3.13269,
Côte d'Ivoire,Current Health Expenditure (CHE) per Capita in US$,,54.16063,54.03316,57.24786,64.14106,67.68047,62.34985,60.48682,64.68389,75.87518,72.83111,71.98826,72.44979,74.48454,71.52493,79.31149,62.51667,66.39354,68.61873,70.97071,73.64802,85.17428,81.86915,
Côte d'Ivoire,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,,,,,,,,0.22506,0.28208,0.39865,0.30387,0.37695,0.39677,0.27921,0.42582,0.25810,0.83562,,
Côte d'Ivoire,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,,0.07157,0.16521,0.26071,0.18120,0.20733,0.18311,0.13421,0.05692,0.12635,0.75917,,
Côte d'Ivoire,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,,,,,,,,,,,,0.04662,0.00492,0.03702,0.03109,0.10934,0.13326,0.06892,0.29586,0.10137,0.05709,,
Côte d'Ivoire,Current Health Expenditure (CHE),% Gross domestic product (GDP),6.12679,6.01768,5.90386,5.47973,5.47517,5.00639,4.76327,4.55250,4.56870,4.46967,4.41577,4.39701,4.42737,3.71774,3.73102,3.21988,3.32101,3.24693,3.09168,3.21497,3.62587,3.13269,
Côte d'Ivoire,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),0.58690,0.50978,0.54329,0.51549,0.55993,0.52909,0.55780,0.58830,0.60338,0.66823,0.58760,0.57984,0.74607,0.72783,0.77760,0.80445,0.85302,0.93267,0.89863,0.97108,1.33278,1.02933,
Côte d'Ivoire,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),5.10205,5.08947,4.92477,4.57783,4.45905,4.14317,3.84059,3.57466,3.43715,3.34075,3.36153,3.28113,2.98830,2.66609,2.45078,1.99420,1.97215,1.89105,1.81348,1.82598,1.80200,1.61955,
Côte d'Ivoire,External Health Expenditure (EXT),% Gross domestic product (GDP),0.43785,0.41843,0.43580,0.38640,0.45618,0.33413,0.36488,0.38954,0.52817,0.46069,0.46665,0.53604,0.69299,0.32382,0.50263,0.42123,0.49584,0.42321,0.37958,0.41791,0.49109,0.48381,
Côte d'Ivoire,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,3.32101,3.24693,3.09168,3.21497,3.62587,,
Côte d'Ivoire,Capital health expenditure,% Gross domestic product (GDP),,,,,,,,,,,,0.22506,0.28208,0.39865,0.30387,0.37695,0.39677,0.27921,0.42582,0.25810,0.83562,,
Democratic Republic of the Congo,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,1.46595,2.62311,2.57013,3.73353,4.33564,3.98558,4.06211,3.89385,4.31255,4.51133,3.72224,3.19436,3.22150,3.34058,3.72521,3.74785,4.20028,4.00058,3.24127,3.50804,4.05093,3.78593,
Democratic Republic of the Congo,Current Health Expenditure (CHE) per Capita in US$,,18.20226,5.65382,4.34459,6.27501,8.14487,8.88716,10.77357,11.98260,15.89509,13.18277,12.53951,12.27988,13.62572,15.86668,18.79025,19.13417,19.91032,18.74936,17.87852,19.85772,21.25386,22.32124,
Democratic Republic of the Congo,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,,,,,,,0.26350,0.05668,0.16925,0.31197,0.07617,0.15988,0.15640,0.10641,0.06057,0.09315,0.13558,0.32498,
Democratic Republic of the Congo,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,0.04109,0.01833,0.02187,0.22254,0.03148,0.14703,0.10907,0.00384,0.01197,0.04762,0.05996,0.29894,
Democratic Republic of the Congo,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,,,,,,,,,,,0.21869,0.03645,0.14684,0.08941,0.04085,0.01272,0.04721,0.10248,0.04719,0.04458,0.07550,0.02598,
Democratic Republic of the Congo,Current Health Expenditure (CHE),% Gross domestic product (GDP),1.46595,2.62311,2.57013,3.73353,4.33564,3.98558,4.06211,3.89385,4.31255,4.51133,3.72224,3.19436,3.22150,3.34058,3.72521,3.74785,4.20028,4.00058,3.24127,3.50804,4.05093,3.78593,
Democratic Republic of the Congo,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),0.06221,0.10641,0.10429,0.22955,0.18619,0.20691,0.21125,0.21944,0.25155,0.30942,0.38362,0.34668,0.51978,0.46684,0.51571,0.62509,0.53030,0.39802,0.48873,0.55490,0.65066,0.63467,
Democratic Republic of the Congo,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.06222,2.16885,2.10243,2.81017,3.39683,3.03478,3.05326,2.75668,2.41302,2.34653,1.67216,1.40874,1.48925,1.53263,1.71214,1.65095,1.85427,1.90339,1.61107,1.59108,1.88197,1.73126,
Democratic Republic of the Congo,External Health Expenditure (EXT),% Gross domestic product (GDP),0.34152,0.34785,0.36341,0.69381,0.75262,0.74390,0.79760,0.91773,1.64797,1.85538,1.66645,1.43894,1.21247,1.34110,1.49736,1.47181,1.81571,1.69917,1.14147,1.36205,1.51830,1.41999,
Democratic Republic of the Congo,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,4.20028,4.00058,3.24127,3.50804,4.05093,3.78593,
Democratic Republic of the Congo,Capital health expenditure,% Gross domestic product (GDP),,,,,,,,,,,0.26350,0.05668,0.16925,0.31197,0.07617,0.15988,0.15640,0.10641,0.06057,0.09315,0.13558,0.32498,
Equatorial Guinea,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,1.10720,1.20301,2.74982,1.82750,1.45293,1.29643,1.29172,1.30166,1.11556,1.76790,1.62135,1.42924,1.51459,1.64175,1.75401,2.34058,2.85942,2.74714,2.85224,3.16834,3.89985,3.40451,
Equatorial Guinea,Current Health Expenditure (CHE) per Capita in US$,,18.72774,27.99723,75.52089,87.19218,104.68054,122.74163,144.02803,179.56561,222.33101,255.58073,241.67000,266.68747,284.08353,289.67935,294.76089,229.11935,229.76306,231.04565,248.69200,231.83954,246.76674,255.56525,
Equatorial Guinea,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,,,0.05836,0.42518,0.20635,0.20991,0.30886,0.33023,0.22258,0.36721,0.51101,0.41528,0.25675,0.16838,0.08114,0.06317,0.11783,0.10017,
Equatorial Guinea,Current Health Expenditure (CHE),% Gross domestic product (GDP),1.10720,1.20301,2.74982,1.82750,1.45293,1.29643,1.29172,1.30166,1.11556,1.76790,1.62135,1.42924,1.51459,1.64175,1.75401,2.34058,2.85942,2.74714,2.85224,3.16834,3.89985,3.40451,
Equatorial Guinea,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),0.31906,0.18988,0.15857,0.19967,0.16040,0.20672,0.26126,0.28975,0.29780,0.58801,0.45372,0.40496,0.52423,0.42721,0.47094,0.55440,0.69449,0.59082,0.62435,0.64643,0.84702,0.67800,
Equatorial Guinea,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),0.71971,0.80201,2.46042,1.56430,1.24032,1.04298,0.94652,0.92454,0.77177,1.07090,1.08846,0.95721,0.94770,1.19216,1.27525,1.74989,2.12740,2.09413,2.15485,2.49411,2.99881,2.71173,
Equatorial Guinea,External Health Expenditure (EXT),% Gross domestic product (GDP),0.06844,0.21112,0.13083,0.06353,0.05221,0.04673,0.08393,0.08736,0.04599,0.10900,0.07916,0.06708,0.04266,0.02237,0.00782,0.03629,0.03752,0.06219,0.07305,0.02779,0.05402,0.01478,
Equatorial Guinea,Capital health expenditure,% Gross domestic product (GDP),,,,,,,0.05836,0.42518,0.20635,0.20991,0.30886,0.33023,0.22258,0.36721,0.51101,0.41528,0.25675,0.16838,0.08114,0.06317,0.11783,0.10017,
Eritrea,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.76670,5.91932,6.68857,7.33703,7.00985,6.86418,6.85727,5.27863,6.41521,5.38878,4.83844,5.16795,3.74496,4.97097,4.02524,4.45035,3.66085,3.98912,4.12702,4.58734,4.15887,4.15077,
Eritrea,Current Health Expenditure (CHE) per Capita in US$,,13.17518,13.99944,14.81901,18.62379,21.77469,20.60617,22.31639,18.39960,19.69238,22.65766,24.43300,33.27036,25.96234,29.52670,31.54171,26.82466,23.64591,22.35862,24.02440,25.98394,24.70353,25.36040,
Eritrea,Current Health Expenditure (CHE),% Gross domestic product (GDP),5.76670,5.91932,6.68857,7.33703,7.00985,6.86418,6.85727,5.27863,6.41520,5.38878,4.83844,5.16795,3.74496,4.97097,4.02524,4.45035,3.66085,3.98912,4.12702,4.58734,4.15887,4.15077,
Eritrea,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),2.05245,1.79195,2.11956,1.66898,1.55934,0.85299,0.81827,1.21488,1.48372,1.03169,1.02693,0.77091,0.79317,0.77988,0.51415,0.74046,0.73348,1.00736,0.64429,0.78536,0.83485,0.88008,
Eritrea,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),3.67731,3.31055,3.07825,2.85653,2.46324,2.41886,2.37994,2.32751,2.14419,2.48512,2.34454,1.88292,1.96676,2.42310,2.10409,1.87369,2.12870,1.78754,2.01732,2.05417,1.94844,2.05489,
Eritrea,External Health Expenditure (EXT),% Gross domestic product (GDP),0.03694,0.81681,1.49076,2.81152,2.98727,3.59233,3.65907,1.73624,2.78729,1.87197,1.46697,2.51413,0.98503,1.76800,1.40700,1.83619,0.79867,1.19422,1.46540,1.74781,1.37558,1.21580,
Eswatini,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.60952,5.13895,5.52298,6.37864,6.81432,7.37623,7.82560,7.93004,8.85793,8.63292,8.59126,8.46997,7.82048,7.45703,7.25597,7.05855,6.82045,6.98104,6.62469,7.15369,6.59767,7.03582,
Eswatini,Current Health Expenditure (CHE) per Capita in US$,,77.74627,76.11362,75.27823,132.39044,177.11592,218.70697,238.98438,253.80125,267.72537,282.30490,346.70117,369.37054,343.82968,306.57077,285.05142,252.67783,227.80165,267.07047,266.45422,274.94510,222.53159,279.91431,
Eswatini,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,0.56400,,,,0.48847,
Eswatini,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,,,0.17897,
Eswatini,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,,,0.30950,
Eswatini,Current Health Expenditure (CHE),% Gross domestic product (GDP),4.60952,5.13895,5.52298,6.37864,6.81433,7.37623,7.82560,7.93004,8.85793,8.63292,8.59126,8.46997,7.82048,7.45703,7.25597,7.05855,6.82045,6.98104,6.62469,7.15369,6.59767,7.03582,
Eswatini,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),2.41081,2.38432,2.42258,2.91704,3.02394,3.64060,3.45949,3.75410,4.45392,4.46149,4.22809,3.61156,3.41336,3.32492,2.73972,2.94745,2.84598,3.54255,2.87971,3.82977,3.53693,3.73276,
Eswatini,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),2.00807,2.18438,2.22645,2.29903,2.39329,2.34684,2.33492,2.31742,2.25080,2.17072,2.16832,2.14474,1.98606,1.89869,1.85182,1.80525,1.74770,1.78076,1.60264,1.56251,1.60194,1.60286,
Eswatini,External Health Expenditure (EXT),% Gross domestic product (GDP),0.19063,0.57025,0.87395,1.16257,1.39709,1.38879,2.03120,1.85852,2.15321,2.00071,2.19485,2.71367,2.42106,2.23342,2.66442,2.30585,2.22676,1.65772,2.14234,1.76142,1.45880,1.70021,
Eswatini,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,6.82045,6.98104,6.62469,7.15369,,,
Eswatini,Capital health expenditure,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,,0.56400,,,,0.48847,
Ethiopia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,4.36505,4.72317,4.71263,4.89971,4.31282,4.10098,4.45757,5.00128,4.28064,4.64983,5.46637,4.46898,4.53960,4.07507,4.03366,3.82317,3.60034,3.45337,3.30372,3.23382,3.48096,3.20824,
Ethiopia,Current Health Expenditure (CHE) per Capita in US$,,5.31967,5.54698,5.19038,5.76164,5.79775,6.55710,8.53116,11.78915,13.22204,15.36375,16.40673,14.83501,20.28754,19.53577,21.90295,23.53431,24.67318,24.51061,23.84538,26.22917,28.69671,26.47735,
Ethiopia,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,0.48604,,,0.33443,,,0.28876,,
Ethiopia,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,0.29326,,,0.18408,,,0.20788,,
Ethiopia,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,0.18381,,,0.15024,,,0.07895,,
Ethiopia,Current Health Expenditure (CHE),% Gross domestic product (GDP),4.36505,4.72317,4.71263,4.89971,4.31282,4.10098,4.45757,5.00128,4.28064,4.64983,5.46637,4.46898,4.53960,4.07507,4.03366,3.82317,3.60034,3.45337,3.30372,3.23382,3.48096,3.20824,
Ethiopia,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),1.79955,2.01542,2.08122,2.27635,1.32567,1.72819,1.12013,1.33307,0.51425,0.90701,0.94396,0.38118,1.06663,1.09967,0.71480,0.96541,0.90003,0.86127,0.76643,0.73089,0.98279,0.97918,
Ethiopia,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.85588,1.90145,2.03292,1.92783,1.70903,1.46073,1.89515,2.00038,1.76471,2.18091,2.63966,2.41071,2.20441,2.02706,2.37358,2.15961,1.97181,1.37108,1.34309,1.39859,1.29904,1.32088,
Ethiopia,External Health Expenditure (EXT),% Gross domestic product (GDP),0.70963,0.80629,0.59849,0.69553,1.27812,0.91206,1.44230,1.66784,2.00168,1.56192,1.88275,1.67709,1.26856,0.94833,0.94528,0.69815,0.72850,1.22102,1.19420,1.10435,1.19913,0.90819,
Ethiopia,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,3.60034,3.45337,3.30372,3.23382,3.48096,,
Ethiopia,Capital health expenditure,% Gross domestic product (GDP),,,,,,,,,,,,,,,0.48604,,,0.33443,,,0.28876,,
Gabon,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,2.90186,3.14902,3.32485,3.53258,3.33046,2.93241,3.14334,3.16289,2.78980,3.83572,2.47557,2.55772,2.42098,2.84087,2.53282,2.65744,3.10770,2.78069,2.74500,2.76836,3.41300,2.70633,
Gabon,Current Health Expenditure (CHE) per Capita in US$,,123.33141,121.06619,132.21744,166.88828,182.61400,190.27209,212.61395,254.19885,271.50989,283.02966,207.93784,262.77457,226.32527,262.78244,234.42152,188.42418,208.90524,193.97592,211.22572,208.28835,228.02458,233.87103,
Gabon,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,,,,,,,0.95837,0.47350,0.80425,1.05512,0.72478,0.57113,0.16016,0.13135,0.35308,0.19015,,,
Gabon,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,0.95837,0.46984,0.80013,1.04438,0.67123,0.50671,0.10380,0.12402,0.16266,0.08205,,,
Gabon,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,,,,,,,,,,,,0.00341,0.00367,0.01038,0.00137,0.00102,0.00690,0.00141,0.00323,0.00046,,,
Gabon,Current Health Expenditure (CHE),% Gross domestic product (GDP),2.90186,3.14902,3.32485,3.53258,3.33046,2.93241,3.14334,3.16289,2.78980,3.83572,2.47557,2.55772,2.42098,2.84087,2.53282,2.65744,3.10770,2.78069,2.74500,2.76836,3.41300,2.70633,
Gabon,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),1.06384,1.26300,1.19960,1.43529,1.35957,1.05433,1.21738,1.23347,1.06247,1.54067,1.57326,1.58558,1.48286,1.82303,1.51669,1.56549,2.01055,1.75976,1.60854,1.66963,1.89994,1.59057,
Gabon,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.77628,1.84415,2.07110,2.03914,1.91821,1.76220,1.85289,1.84144,1.66947,2.23693,0.87408,0.94431,0.92645,1.00735,0.99082,1.07013,1.07578,1.00401,1.10291,1.08301,1.14364,1.00771,
Gabon,External Health Expenditure (EXT),% Gross domestic product (GDP),0.06174,0.04187,0.05414,0.05816,0.05268,0.11588,0.07307,0.08797,0.05786,0.05812,0.02823,0.02782,0.01167,0.01049,0.02531,0.02182,0.02137,0.01691,0.03356,0.01573,0.36943,0.10805,
Gabon,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,3.10770,2.78069,2.74500,2.76836,,,
Gabon,Capital health expenditure,% Gross domestic product (GDP),,,,,,,,,,,0.95837,0.47350,0.80425,1.05512,0.72478,0.57113,0.16016,0.13135,0.35308,0.19015,,,
Gambia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,6.65441,5.63961,6.27724,5.32621,5.42000,5.38602,5.43721,4.95502,4.65939,4.46431,4.11944,4.36967,4.26872,3.91375,3.05235,3.17613,3.19524,3.35449,3.34384,3.15857,3.72824,3.18963,
Gambia,Current Health Expenditure (CHE) per Capita in US$,,46.73693,38.21402,36.57312,28.66202,32.33736,33.33732,33.49129,35.92890,39.97063,34.46992,32.81700,30.82728,29.30705,25.33724,17.14346,19.42744,20.47115,21.20037,22.84936,22.83255,26.24802,24.62884,
Gambia,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,0.01157,0.02454,0.21212,,,,,,,0.43574,,0.14673,0.09464,0.23409,0.27226,0.17795,,,
Gambia,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,0.18063,,0.05362,0.04542,0.05608,0.02456,0.03114,,,
Gambia,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,0.22017,,0.09311,0.03996,0.17127,0.13984,0.06791,,,
Gambia,Current Health Expenditure (CHE),% Gross domestic product (GDP),6.65441,5.63961,6.27724,5.32621,5.42000,5.38602,5.43721,4.95502,4.65939,4.46431,4.11944,4.36967,4.26872,3.91375,3.05235,3.17613,3.19524,3.35449,3.34384,3.15857,3.72824,3.18963,
Gambia,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),0.60153,0.61060,0.54215,0.58690,0.78081,0.81679,0.88459,0.70619,0.72885,0.90557,0.91823,1.04375,1.20622,1.08377,1.09229,0.99829,1.28977,1.06098,1.06940,1.30072,2.42524,1.61589,
Gambia,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.09246,0.91853,1.03848,0.84988,0.80116,0.87650,0.96880,0.99404,1.01117,1.00265,0.97269,1.06452,1.04659,1.02909,1.10557,1.06773,1.05154,1.06296,0.98766,1.00161,1.01677,1.02023,
Gambia,External Health Expenditure (EXT),% Gross domestic product (GDP),4.96042,4.11048,4.69661,3.88943,3.83802,3.69273,3.58382,3.25479,2.91937,2.55608,2.22852,2.26140,2.01591,1.80089,0.85448,1.11010,0.85393,1.23056,1.28678,0.85623,0.28623,0.55351,
Gambia,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,3.34384,3.15857,,,
Gambia,Capital health expenditure,% Gross domestic product (GDP),,,,,0.01157,0.02454,0.21212,,,,,,,0.43574,,0.14673,0.09464,0.23409,0.27226,0.17795,,,
Ghana,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,2.79045,3.17078,2.88722,2.82690,2.76365,3.63137,3.67091,3.80249,3.87511,4.37879,4.22399,4.69264,4.00800,4.59225,4.01644,4.54297,3.39036,3.73088,3.80673,4.29848,4.01752,4.15177,
Ghana,Current Health Expenditure (CHE) per Capita in US$,,16.27484,19.20720,19.75684,23.23124,25.61305,39.75449,45.96790,54.75652,61.90891,61.81400,71.61215,95.87026,83.48946,104.81431,78.03632,77.74267,64.43041,74.56986,82.98775,93.18772,87.44453,100.00097,
Ghana,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,,,,,,,,,0.05681,0.74033,0.24073,0.04250,0.16225,0.03177,,,,,
Ghana,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,0.03365,0.37735,0.10481,0.03765,0.07397,0.02711,,,,,
